customer_email,total_amount,status,created_at,product_skus
dipta.shroff14@example.com,5506.2,paid,2025-11-21,TN-MAT-001;TN-STAND-001;TN-LIGHT-001
omaja.badami331@example.com,1389.64,paid,2025-11-21,TN-STAND-001
benjamin.barad351@example.com,2999.0,paid,2025-11-21,TN-HEADSET-001
xavier.sani481@example.com,1519.05,paid,2025-11-21,TN-HUB-001
elijah.luthra125@example.com,4249.15,cancelled,2025-11-21,TN-SSD-001
damyanti.sahni329@example.com,6298.2,paid,2025-11-22,TN-KB-001
dhruv.randhawa308@example.com,21397.0,cancelled,2025-11-22,TN-COOL-001;TN-MON-001
yasti.mutti206@example.com,1365.2,paid,2025-11-22,TN-MOUSE-001
rushil.dey142@example.com,9196.0,paid,2025-11-22,TN-COOL-001;TN-CAM-001;TN-HEADSET-001
rayaan.malhotra96@example.com,21087.15,paid,2025-11-22,TN-COOL-001;TN-MON-001;TN-CAM-001
kabir.krishnamurthy240@example.com,39497.0,paid,2025-11-22,TN-MOUSE-001;TN-MON-001
alexander.behl337@example.com,4187.94,paid,2025-11-22,PROMO-GIFTSET-01
isaac.chaudhary241@example.com,38897.0,paid,2025-11-22,TN-MAT-001;TN-MON-001
odika.iyengar407@example.com,1351.76,refunded,2025-11-22,TN-STAND-001
frado.raj146@example.com,2278.1,paid,2025-11-22,TN-MAT-001;TN-MOUSE-001
rajeshri.kapadia478@example.com,994.43,paid,2025-11-22,TN-MAT-001
baljiwan.chadha3@example.com,5698.1,paid,2025-11-22,TN-KB-001;TN-CTRL-001
harshil.vyas82@example.com,5197.0,failed,2025-11-22,TN-CTRL-001;TN-LIGHT-001;TN-MAT-001
tanmayi.boase170@example.com,3058.3,paid,2025-11-23,TN-LIGHT-001
triya.pant28@example.com,4999.0,paid,2025-11-23,TN-SSD-001
baljiwan.chadha3@example.com,1547.85,refunded,2025-11-23,TN-MOUSE-001
amaira.sarin416@example.com,8498.0,cancelled,2025-11-23,TN-SSD-001;TN-KB-001
sathvik.lall373@example.com,9498.1,paid,2025-11-23,TN-SSD-001
xavier.memon147@example.com,4999.0,paid,2025-11-23,TN-SSD-001
gaurang.lad126@example.com,18999.0,pending,2025-11-23,TN-MON-001
watika.buch32@example.com,1529.15,paid,2025-11-23,TN-LIGHT-001
eiravati.pradhan374@example.com,1248.92,paid,2025-11-24,TN-COOL-001
maya.ramakrishnan201@example.com,2499.0,paid,2025-11-24,TN-CTRL-001
harrison.rana326@example.com,1356.79,paid,2025-11-24,TN-STAND-001
banjeet.de363@example.com,14796.0,paid,2025-11-24,TN-SSD-001;TN-KB-001;TN-STAND-001
warda.palan451@example.com,7196.0,paid,2025-11-24,TN-HEADSET-001;TN-STAND-001;TN-HUB-001
dhruv.bandi295@example.com,8998.2,cancelled,2025-11-24,TN-SSD-001
wakeeta.raja174@example.com,2249.1,paid,2025-11-24,TN-CTRL-001
yauvani.gokhale316@example.com,2249.1,paid,2025-11-24,TN-CTRL-001
aishani.apte400@example.com,18999.0,cancelled,2025-11-24,TN-MON-001
nathaniel.kota294@example.com,12821.2,paid,2025-11-24,TN-MOUSE-001;TN-SSD-001;TN-CAM-001
chaman.varty385@example.com,18049.05,pending,2025-11-24,TN-MON-001
indali.salvi272@example.com,1359.15,paid,2025-11-24,TN-HUB-001
vrinda.sama21@example.com,2249.1,paid,2025-11-25,TN-CTRL-001
hemal.sen18@example.com,2499.0,pending,2025-11-25,TN-CTRL-001
urmi.lad67@example.com,5596.0,paid,2025-11-25,TN-MOUSE-001;TN-MAT-001;TN-HUB-001
kiaan.jayaraman395@example.com,2753.1,paid,2025-11-25,TN-HUB-001;TN-STAND-001
oscar.kaur300@example.com,2518.2,paid,2025-11-25,TN-COOL-001;TN-HUB-001
ubika.bains479@example.com,2849.05,paid,2025-11-25,TN-HEADSET-001
saumya.kothari235@example.com,7998.0,paid,2025-11-25,TN-HEADSET-001;TN-SSD-001
faras.murthy22@example.com,1137.1,paid,2025-11-25,TN-COOL-001
yashica.aurora418@example.com,2598.0,paid,2025-11-25,TN-STAND-001
vrishti.cherian490@example.com,2158.2,pending,2025-11-25,TN-COOL-001
faras.garg426@example.com,3810.89,paid,2025-11-25,PROMO-GIFTSET-01
viraj.arora38@example.com,2124.15,refunded,2025-11-25,TN-CTRL-001
falak.gulati470@example.com,2999.0,cancelled,2025-11-25,TN-HEADSET-001
kamya.lanka381@example.com,4998.0,cancelled,2025-11-26,TN-CTRL-001
anika.palan135@example.com,2208.3,paid,2025-11-26,TN-STAND-001
pahal.kuruvilla121@example.com,2278.1,pending,2025-11-26,TN-MOUSE-001;TN-MAT-001
elijah.wason1@example.com,2974.15,paid,2025-11-26,TN-KB-001
chandran.roy209@example.com,1248.65,paid,2025-11-26,TN-STAND-001
alexander.behl337@example.com,6373.3,paid,2025-11-26,TN-CTRL-001;TN-SSD-001
yashica.aurora418@example.com,3868.2,pending,2025-11-26,TN-STAND-001;TN-HEADSET-001
ishanvi.nagar113@example.com,8195.0,paid,2025-11-27,TN-CAM-001;TN-HUB-001;TN-STAND-001
zayan.sani288@example.com,1107.08,paid,2025-11-27,TN-COOL-001
jairaj.memon302@example.com,4999.0,paid,2025-11-27,TN-SSD-001
mohammed.ramachandran161@example.com,4249.15,refunded,2025-11-27,TN-SSD-001
keya.sarkar411@example.com,3058.3,cancelled,2025-11-27,TN-LIGHT-001
falan.johal217@example.com,1359.15,paid,2025-11-27,TN-HUB-001
adweta.parsa189@example.com,5098.3,paid,2025-11-27,TN-HEADSET-001
ekapad.chander24@example.com,1379.78,paid,2025-11-27,TN-STAND-001
chandresh.bahl168@example.com,2499.0,cancelled,2025-11-27,TN-CTRL-001
pratyush.madan120@example.com,1519.05,paid,2025-11-27,TN-HUB-001
mason.koshy350@example.com,4798.0,paid,2025-11-27,TN-STAND-001;TN-KB-001
harrison.rana326@example.com,21373.1,paid,2025-11-27,TN-KB-001;TN-MON-001
urvi.palla80@example.com,3058.3,cancelled,2025-11-27,TN-CAM-001;TN-HUB-001
arya.thakkar155@example.com,724.56,paid,2025-11-28,PROMO-GIFTSET-01
vrinda.sama21@example.com,1594.24,pending,2025-11-28,TN-MOUSE-001
chatura.kala262@example.com,2249.1,paid,2025-11-28,TN-CTRL-001
yauvani.bhatt117@example.com,1567.13,paid,2025-11-28,TN-MOUSE-001
shivansh.puri225@example.com,20787.3,paid,2025-11-28,TN-MON-001;TN-HUB-001;TN-CTRL-001
udant.sundaram260@example.com,1162.96,pending,2025-11-28,TN-STAND-001
yauvani.bhatt117@example.com,1111.21,cancelled,2025-11-28,TN-COOL-001
sanya.shanker358@example.com,4097.0,paid,2025-11-28,TN-MAT-001;TN-CAM-001;TN-COOL-001
falak.rege322@example.com,1289.39,paid,2025-11-28,TN-COOL-001
omaja.badami331@example.com,41396.0,paid,2025-11-28,TN-MON-001;TN-HUB-001;TN-LIGHT-001
bahadurjit.kant387@example.com,4499.1,failed,2025-11-28,TN-SSD-001
pranav.saraf75@example.com,1999.0,paid,2025-11-29,TN-CAM-001
devika.mody133@example.com,5797.0,paid,2025-11-29,TN-CAM-001;TN-LIGHT-001
samar.ahuja333@example.com,1288.09,paid,2025-11-29,TN-COOL-001
rushil.gopal375@example.com,2999.0,paid,2025-11-29,TN-HEADSET-001
manthan.yadav122@example.com,2498.0,paid,2025-11-29,TN-COOL-001;TN-STAND-001
odika.iyengar407@example.com,1421.3,paid,2025-11-29,TN-MOUSE-001
andrew.tiwari137@example.com,18999.0,paid,2025-11-29,TN-MON-001
jyoti.dhingra382@example.com,2699.1,paid,2025-11-29,TN-HEADSET-001
logan85@example.net,17168.3,paid,2025-11-30,TN-MON-001;TN-COOL-001
ssidhu@example.net,2998.0,paid,2025-11-30,TN-MOUSE-001
anika.palan135@example.com,4998.0,pending,2025-11-30,TN-CTRL-001
eiravati.khare222@example.com,4749.05,paid,2025-11-30,TN-SSD-001
anika.rout328@example.com,5862.45,cancelled,2025-11-30,TN-MAT-001;TN-KB-001;TN-CTRL-001
lakshit.mangat210@example.com,2998.0,paid,2025-11-30,TN-LIGHT-001;TN-COOL-001
elijah.raman234@example.com,41996.0,paid,2025-11-30,TN-MON-001;TN-CAM-001
zarna.peri61@example.com,1357.95,paid,2025-11-30,TN-MOUSE-001
faras.garg426@example.com,1317.64,paid,2025-11-30,TN-STAND-001
xavier.memon147@example.com,3238.2,paid,2025-11-30,TN-LIGHT-001
eiravati.khare222@example.com,4017.03,pending,2025-11-30,PROMO-GIFTSET-01
darpan.gour264@example.com,979.25,paid,2025-11-30,TN-MAT-001
elijah.luthra125@example.com,953.08,paid,2025-12-01,TN-MAT-001
samesh.jani434@example.com,1599.0,paid,2025-12-01,TN-HUB-001
ladli.yadav422@example.com,2499.0,failed,2025-12-01,TN-CTRL-001
leena.narula116@example.com,23998.0,paid,2025-12-01,TN-SSD-001;TN-MON-001
bimala.sehgal134@example.com,4998.0,cancelled,2025-12-01,TN-CTRL-001
mekhala.chakraborty338@example.com,2249.1,paid,2025-12-01,TN-CTRL-001
kai.bassi130@example.com,9196.0,failed,2025-12-01,TN-CAM-001;TN-HEADSET-001;TN-COOL-001
amaira.sarin416@example.com,2499.0,paid,2025-12-01,TN-CTRL-001
imaran.edwin131@example.com,953.83,paid,2025-12-01,TN-MAT-001
fariq.gandhi266@example.com,1619.1,paid,2025-12-01,TN-LIGHT-001
anvi.shan371@example.com,1359.15,paid,2025-12-01,TN-HUB-001
rishi.kashyap257@example.com,2549.15,paid,2025-12-01,TN-HEADSET-001
udant.sundaram260@example.com,1899.05,paid,2025-12-01,TN-CAM-001
akshay.bobal144@example.com,1359.15,paid,2025-12-01,TN-HUB-001
ganga.bumb383@example.com,1899.05,paid,2025-12-01,TN-CAM-001
vaishnavi.dutt396@example.com,3324.05,paid,2025-12-01,TN-KB-001
pahal.kuruvilla121@example.com,24497.0,paid,2025-12-01,TN-HEADSET-001;TN-MON-001;TN-CTRL-001
ishwar.wali378@example.com,18049.05,paid,2025-12-01,TN-MON-001
yamini.bir255@example.com,1699.15,paid,2025-12-01,TN-CAM-001
mohammed.pau107@example.com,2968.2,paid,2025-12-01,TN-CAM-001;TN-STAND-001
veda.bhatnagar325@example.com,3499.0,cancelled,2025-12-01,TN-KB-001
bina.varty181@example.com,1587.88,paid,2025-12-01,TN-MOUSE-001
urvashi.goswami347@example.com,19188.1,paid,2025-12-01,TN-COOL-001;TN-MON-001
praneel.bajaj356@example.com,1595.47,failed,2025-12-01,TN-MOUSE-001
eta.chakraborty123@example.com,1599.0,paid,2025-12-02,TN-HUB-001
dev.nori282@example.com,5697.0,paid,2025-12-02,TN-HEADSET-001;TN-MAT-001;TN-LIGHT-001
udant.sundaram260@example.com,2699.1,refunded,2025-12-02,TN-HEADSET-001
veer.karnik482@example.com,1528.3,paid,2025-12-02,TN-MAT-001
aishani.apte400@example.com,11207.15,paid,2025-12-02,TN-SSD-001;TN-LIGHT-001
aarna.jaggi223@example.com,2499.0,paid,2025-12-02,TN-CTRL-001
kala.nagar41@example.com,1233.12,paid,2025-12-02,TN-STAND-001
triya.pant28@example.com,5297.0,paid,2025-12-02,TN-KB-001;TN-MAT-001
amaira.sarin416@example.com,3499.0,refunded,2025-12-02,TN-KB-001
samaksh.sem102@example.com,8998.2,pending,2025-12-02,TN-SSD-001
triveni.gaba336@example.com,5476.69,paid,2025-12-03,PROMO-GIFTSET-01
wakeeta.raja174@example.com,5792.15,paid,2025-12-03,TN-HEADSET-001;TN-LIGHT-001;TN-STAND-001
leena.narula116@example.com,692.85,paid,2025-12-03,PROMO-GIFTSET-01
mekhala.chakraborty338@example.com,1799.0,paid,2025-12-03,TN-LIGHT-001
eshana.tiwari99@example.com,5498.0,paid,2025-12-03,TN-HEADSET-001;TN-CTRL-001
gabriel.sami457@example.com,2499.0,paid,2025-12-03,TN-CTRL-001
panini.prabhakar251@example.com,26122.15,paid,2025-12-03,TN-KB-001;TN-MON-001;TN-SSD-001
veda.bhatnagar325@example.com,20517.3,failed,2025-12-03,TN-CAM-001;TN-MON-001;TN-LIGHT-001
adweta.parsa189@example.com,14196.0,pending,2025-12-03,TN-SSD-001;TN-COOL-001;TN-HEADSET-001
veda.muni55@example.com,16913.3,paid,2025-12-03,TN-MON-001;TN-MAT-001
abha.keer419@example.com,1599.0,paid,2025-12-04,TN-HUB-001
laksh.sani34@example.com,1619.1,paid,2025-12-04,TN-LIGHT-001
ati.loyal303@example.com,3897.0,paid,2025-12-04,TN-MAT-001;TN-MOUSE-001
ikbal.tandon259@example.com,4999.0,paid,2025-12-04,TN-SSD-001
ubika.bains479@example.com,1197.26,paid,2025-12-04,TN-COOL-001
adya.sangha459@example.com,3499.0,paid,2025-12-04,TN-KB-001
ayaan.krishnamurthy84@example.com,1207.86,paid,2025-12-04,TN-COOL-001
ayaan.krishnamurthy84@example.com,996.01,paid,2025-12-05,TN-MAT-001
adweta.nadig284@example.com,942.16,paid,2025-12-05,TN-MAT-001
jyoti.dhingra382@example.com,5726.53,failed,2025-12-05,PROMO-GIFTSET-01
girish.rattan456@example.com,1999.0,failed,2025-12-05,TN-CAM-001
ladli.kaur460@example.com,2249.1,cancelled,2025-12-05,TN-CTRL-001
janya.kashyap191@example.com,2157.02,paid,2025-12-05,PROMO-GIFTSET-01
balveer.agarwal238@example.com,2699.1,paid,2025-12-06,TN-HEADSET-001
charvi.date343@example.com,6298.0,paid,2025-12-06,TN-STAND-001;TN-SSD-001
chandran.roy209@example.com,2398.0,paid,2025-12-06,TN-MOUSE-001;TN-MAT-001
pranav.saraf75@example.com,3298.0,pending,2025-12-06,TN-MOUSE-001;TN-LIGHT-001
aarini.ravel480@example.com,18999.0,cancelled,2025-12-06,TN-MON-001
frado.joshi298@example.com,3298.0,refunded,2025-12-06,TN-CAM-001;TN-STAND-001
faras.garg426@example.com,4228.2,paid,2025-12-06,TN-COOL-001;TN-KB-001
samesh.kashyap173@example.com,1128.76,refunded,2025-12-06,TN-COOL-001
veda.bhatnagar325@example.com,5948.3,paid,2025-12-06,TN-KB-001
zaid.sandal354@example.com,7998.0,paid,2025-12-06,TN-SSD-001;TN-HEADSET-001
charita.vohra17@example.com,4998.0,paid,2025-12-06,TN-CAM-001;TN-HEADSET-001
nathaniel.bhardwaj405@example.com,3998.0,paid,2025-12-07,TN-MOUSE-001;TN-CTRL-001
chanakya.mand203@example.com,1599.0,paid,2025-12-07,TN-HUB-001
chakrika.kalla417@example.com,2123.3,paid,2025-12-07,TN-HUB-001;TN-MAT-001
henry.puri167@example.com,7797.0,cancelled,2025-12-07,TN-CTRL-001;TN-KB-001;TN-LIGHT-001
ikbal.chhabra475@example.com,2849.05,pending,2025-12-07,TN-HEADSET-001
dayamai.kamdar152@example.com,20423.1,paid,2025-12-07,TN-CTRL-001;TN-MON-001
upkaar.cheema413@example.com,2803.3,paid,2025-12-07,TN-MOUSE-001;TN-LIGHT-001
imaran.hari367@example.com,2999.0,cancelled,2025-12-07,TN-HEADSET-001
maya.ramakrishnan201@example.com,3499.0,paid,2025-12-07,TN-KB-001
pratyush.madan120@example.com,2124.15,paid,2025-12-07,TN-CTRL-001
ekiya.patla277@example.com,2999.0,paid,2025-12-07,TN-HEADSET-001
bsundaram@example.net,4897.0,paid,2025-12-08,TN-MAT-001;TN-CAM-001
urvi.palla80@example.com,1378.17,paid,2025-12-08,TN-STAND-001
anika.palan135@example.com,7374.6,paid,2025-12-08,TN-COOL-001;TN-CAM-001;TN-MAT-001
krisha.mutti196@example.com,4697.0,paid,2025-12-08,TN-MOUSE-001;TN-HUB-001
veda.bhatnagar325@example.com,2499.0,paid,2025-12-08,TN-CTRL-001
madhavpandit@example.net,4698.0,paid,2025-12-08,TN-KB-001;TN-COOL-001
tara.sastry115@example.com,888.7,paid,2025-12-08,TN-MAT-001
janaki.din59@example.com,1999.0,paid,2025-12-08,TN-CAM-001
pranit.kohli16@example.com,2999.0,paid,2025-12-08,TN-HEADSET-001
nachiket.kota468@example.com,2378.3,paid,2025-12-08,TN-HUB-001;TN-COOL-001
viraj.arora38@example.com,2249.1,pending,2025-12-08,TN-CTRL-001
henry.bora297@example.com,1599.0,paid,2025-12-08,TN-HUB-001
ronith.raman332@example.com,1799.0,paid,2025-12-08,TN-LIGHT-001
falak.anne489@example.com,2998.0,paid,2025-12-08,TN-MOUSE-001
mekhala.chakraborty338@example.com,2798.0,paid,2025-12-09,TN-STAND-001;TN-MOUSE-001
falak.gulati470@example.com,18049.05,paid,2025-12-09,TN-MON-001
sathvik.lall373@example.com,6837.15,cancelled,2025-12-09,TN-SSD-001;TN-STAND-001;TN-MAT-001
zaid.lata205@example.com,2124.15,refunded,2025-12-09,TN-CTRL-001
oscar.kaur300@example.com,5697.15,paid,2025-12-09,TN-COOL-001;TN-HEADSET-001;TN-LIGHT-001
daksh.dhingra261@example.com,6598.0,paid,2025-12-09,TN-HUB-001;TN-SSD-001
omaja.sharma301@example.com,2498.0,paid,2025-12-09,TN-HUB-001;TN-MAT-001
charan.mangal204@example.com,1197.34,paid,2025-12-09,TN-COOL-001
kashvi.narula269@example.com,3898.0,paid,2025-12-09,TN-HEADSET-001;TN-MAT-001
onkar.datta78@example.com,977.38,refunded,2025-12-09,TN-MAT-001
warda.ramaswamy140@example.com,6648.1,cancelled,2025-12-09,TN-KB-001
krisha.mutti196@example.com,2999.0,paid,2025-12-10,TN-HEADSET-001
tejas.mani30@example.com,5298.0,cancelled,2025-12-10,TN-KB-001;TN-LIGHT-001
devika.parikh330@example.com,2525.31,pending,2025-12-10,OLD-BUNDLE-2024
vaishnavi.shroff287@example.com,2974.15,paid,2025-12-10,TN-KB-001
nicholas.choudhary47@example.com,5098.0,failed,2025-12-10,TN-HUB-001;TN-KB-001
kashvi.narula269@example.com,4587.45,paid,2025-12-10,TN-HEADSET-001;TN-MAT-001;TN-MOUSE-001
elijah.raman234@example.com,984.79,paid,2025-12-11,TN-MAT-001
jasmit.bhardwaj2@example.com,3418.1,paid,2025-12-11,TN-HUB-001;TN-CAM-001
hamsini.rao198@example.com,3499.0,paid,2025-12-11,TN-KB-001
owen.oommen221@example.com,1599.0,paid,2025-12-11,TN-HUB-001
rayaan.goyal267@example.com,2158.2,pending,2025-12-11,TN-MAT-001;TN-MOUSE-001
ikbal.chhabra475@example.com,18999.0,paid,2025-12-11,TN-MON-001
ronith.raman332@example.com,2463.3,paid,2025-12-11,TN-STAND-001;TN-HUB-001
rachana.muni231@example.com,4367.15,paid,2025-12-11,TN-STAND-001;TN-CAM-001
vrishti.shroff357@example.com,5998.0,paid,2025-12-11,TN-HEADSET-001
damyanti.bhakta248@example.com,1799.0,failed,2025-12-12,TN-LIGHT-001
aishani.apte400@example.com,2999.0,paid,2025-12-12,TN-HEADSET-001
gabriel.sami457@example.com,1439.1,paid,2025-12-12,TN-HUB-001
adya.sangha459@example.com,5298.0,pending,2025-12-12,TN-LIGHT-001;TN-KB-001
yashoda.mammen190@example.com,1580.56,failed,2025-12-12,TN-MOUSE-001
ikbal.chhabra475@example.com,1799.0,cancelled,2025-12-12,TN-LIGHT-001
jonathan.wali461@example.com,4748.1,paid,2025-12-12,TN-CTRL-001
dev.bhasin12@example.com,4999.0,paid,2025-12-12,TN-SSD-001
chaman.varty385@example.com,1383.41,paid,2025-12-12,TN-STAND-001
gavin.gade327@example.com,1709.05,paid,2025-12-13,TN-LIGHT-001
saumya.kothari235@example.com,1540.53,failed,2025-12-13,TN-MOUSE-001
jalsa.sangha202@example.com,1799.0,refunded,2025-12-13,TN-LIGHT-001
saumya.kothari235@example.com,1899.05,paid,2025-12-13,TN-CAM-001
zehaan.pradhan200@example.com,3324.05,paid,2025-12-13,TN-KB-001
jasmit.bhardwaj2@example.com,4558.1,paid,2025-12-13,TN-STAND-001;TN-KB-001
jagdish.ganesh216@example.com,18999.0,paid,2025-12-13,TN-MON-001
devansh.mital409@example.com,3598.0,refunded,2025-12-13,TN-LIGHT-001
vyanjana.mani368@example.com,9998.0,paid,2025-12-13,TN-SSD-001
kiaan.jayaraman395@example.com,1709.05,failed,2025-12-13,TN-LIGHT-001
daksh.dhingra261@example.com,3499.0,paid,2025-12-14,TN-KB-001
tara.sastry115@example.com,4998.0,paid,2025-12-14,TN-HEADSET-001;TN-CAM-001
vidhi.gaba110@example.com,1173.58,paid,2025-12-14,TN-STAND-001
darpan.gour264@example.com,4588.2,cancelled,2025-12-14,TN-HUB-001;TN-KB-001
ekiya.konda151@example.com,3418.1,paid,2025-12-14,TN-LIGHT-001
chanchal.chand60@example.com,2848.1,cancelled,2025-12-14,TN-COOL-001;TN-LIGHT-001
ubika.bains479@example.com,4367.15,pending,2025-12-15,TN-CAM-001;TN-STAND-001
lila.kadakia187@example.com,1599.0,paid,2025-12-15,TN-HUB-001
guneet.tripathi97@example.com,5197.0,paid,2025-12-15,TN-CAM-001;TN-HUB-001
bakhshi.shetty280@example.com,1397.1,paid,2025-12-15,TN-STAND-001
pranav.saraf75@example.com,1599.0,paid,2025-12-15,TN-HUB-001
vasudha.agarwal72@example.com,9601.6,paid,2025-12-15,TN-SSD-001;TN-STAND-001;TN-CTRL-001
libni.palan27@example.com,10885.5,paid,2025-12-15,TN-CTRL-001;TN-KB-001;TN-STAND-001
samesh.kashyap173@example.com,3148.2,failed,2025-12-15,TN-CAM-001;TN-MOUSE-001
frado.raj146@example.com,1799.1,paid,2025-12-15,TN-CAM-001
chaman.varty385@example.com,1799.0,paid,2025-12-16,TN-LIGHT-001
warda.doctor162@example.com,4999.0,pending,2025-12-16,TN-SSD-001
yahvi.wadhwa228@example.com,2374.05,paid,2025-12-16,TN-CTRL-001
lakshit.mangat210@example.com,892.9,paid,2025-12-16,TN-MAT-001
rushil.dey142@example.com,1699.15,paid,2025-12-16,TN-CAM-001
damyanti.bhakta248@example.com,2378.3,paid,2025-12-16,TN-MOUSE-001;TN-STAND-001
chaitaly.nagar438@example.com,1350.02,pending,2025-12-16,TN-MOUSE-001
raagini.gade145@example.com,1595.35,paid,2025-12-16,TN-MOUSE-001
benjamin.deol166@example.com,7696.0,paid,2025-12-16,TN-COOL-001;TN-MOUSE-001;TN-CTRL-001
charvi.date343@example.com,1999.0,paid,2025-12-16,TN-CAM-001
ijaya.mander340@example.com,22798.1,paid,2025-12-17,TN-MON-001;TN-SSD-001
frado.joshi298@example.com,4499.1,paid,2025-12-17,TN-SSD-001
bakhshi.shetty280@example.com,6998.0,pending,2025-12-17,TN-KB-001
chaitanya.bhatia403@example.com,3499.0,cancelled,2025-12-17,TN-KB-001
jalsa.sangha202@example.com,4077.45,paid,2025-12-17,TN-MOUSE-001;TN-STAND-001;TN-CAM-001
charles.chaudry48@example.com,3499.0,refunded,2025-12-17,TN-KB-001
shravya.naik463@example.com,1352.29,paid,2025-12-17,TN-STAND-001
urvi.palla80@example.com,8498.0,paid,2025-12-17,TN-KB-001;TN-SSD-001
ayaan.krishnamurthy84@example.com,4249.15,refunded,2025-12-18,TN-SSD-001
benjamin.deol166@example.com,2848.1,paid,2025-12-18,TN-MOUSE-001
ryan.venkataraman492@example.com,10897.0,failed,2025-12-18,TN-SSD-001;TN-MAT-001
rushil.brahmbhatt176@example.com,4597.0,paid,2025-12-18,TN-LIGHT-001;TN-MOUSE-001;TN-STAND-001
rishi.tara249@example.com,5298.0,cancelled,2025-12-18,TN-LIGHT-001;TN-KB-001
owen.oommen221@example.com,3499.0,paid,2025-12-18,TN-KB-001
ubika.bains479@example.com,2249.1,paid,2025-12-18,TN-CTRL-001
ishani.kapoor62@example.com,2198.0,failed,2025-12-19,TN-MAT-001;TN-STAND-001
bahadurjit.arora477@example.com,4499.1,paid,2025-12-19,TN-SSD-001
abha.ravi214@example.com,3499.0,paid,2025-12-19,TN-KB-001
maanav.bassi163@example.com,1267.03,paid,2025-12-19,TN-COOL-001
ayaan.bhatnagar98@example.com,7097.0,paid,2025-12-19,TN-CTRL-001;TN-HEADSET-001;TN-HUB-001
krisha.ganguly377@example.com,4999.0,paid,2025-12-19,TN-SSD-001
sathvik.lall373@example.com,2549.15,paid,2025-12-19,TN-HEADSET-001
kai.bassi130@example.com,2608.2,cancelled,2025-12-19,TN-HUB-001;TN-STAND-001
gabriel.randhawa76@example.com,1395.32,paid,2025-12-19,TN-STAND-001
odika.iyengar407@example.com,23651.2,paid,2025-12-19,TN-CTRL-001;TN-MAT-001;TN-MON-001
urvi.das53@example.com,2499.0,paid,2025-12-19,TN-CTRL-001
pranit.kohli16@example.com,1999.0,failed,2025-12-20,TN-CAM-001
vihaan.sen312@example.com,3149.1,failed,2025-12-20,TN-KB-001
nicholas.choudhary47@example.com,6498.0,paid,2025-12-20,TN-MOUSE-001;TN-SSD-001
finn.kurian250@example.com,3822.45,paid,2025-12-20,TN-MOUSE-001;TN-COOL-001;TN-LIGHT-001
oni.dhawan9@example.com,18049.05,cancelled,2025-12-20,TN-MON-001
saumya.ratti33@example.com,1366.21,paid,2025-12-20,TN-STAND-001
elijah.dalal19@example.com,1619.1,paid,2025-12-20,TN-LIGHT-001
vasudha.murty344@example.com,6798.0,paid,2025-12-20,TN-LIGHT-001;TN-SSD-001
dayamai.sankaran274@example.com,5086.27,pending,2025-12-20,PROMO-GIFTSET-01
gavin.gade327@example.com,3798.0,paid,2025-12-20,TN-CAM-001;TN-LIGHT-001
jairaj.memon302@example.com,2463.3,paid,2025-12-20,TN-CAM-001;TN-MAT-001
janya.kashyap191@example.com,2788.2,paid,2025-12-20,TN-HUB-001;TN-MOUSE-001
alexander.behl337@example.com,1708.1,failed,2025-12-20,TN-MAT-001
jairaj.setty128@example.com,6172.15,paid,2025-12-21,TN-CAM-001;TN-CTRL-001
rohan.arora199@example.com,899.29,paid,2025-12-21,TN-MAT-001
lila.kadakia187@example.com,1599.0,paid,2025-12-21,TN-HUB-001
elijah.raman234@example.com,17908.2,paid,2025-12-21,TN-MAT-001;TN-MON-001
rajeshri.kapadia478@example.com,4368.1,cancelled,2025-12-21,TN-HEADSET-001;TN-HUB-001
turvi.khanna466@example.com,2499.0,paid,2025-12-21,TN-CTRL-001
elijah.dalal19@example.com,996.99,paid,2025-12-21,TN-MAT-001
dev.bhasin12@example.com,7498.0,paid,2025-12-21,TN-SSD-001;TN-CTRL-001
jhalak.sekhon355@example.com,5606.6,paid,2025-12-21,TN-MOUSE-001;TN-CTRL-001;TN-STAND-001
matthew.shroff79@example.com,4516.25,paid,2025-12-21,OLD-BUNDLE-2024
chatura.thaman365@example.com,3098.0,paid,2025-12-21,TN-LIGHT-001;TN-STAND-001
thomas.sethi218@example.com,1999.0,refunded,2025-12-21,TN-CAM-001
owen.trivedi408@example.com,932.95,paid,2025-12-22,TN-MAT-001
saumya.ratti33@example.com,4998.0,pending,2025-12-22,TN-CTRL-001
baljiwan.chadha3@example.com,2999.0,pending,2025-12-22,TN-HEADSET-001
osha.patil253@example.com,3499.0,paid,2025-12-22,TN-KB-001
benjamin.deol166@example.com,3499.0,cancelled,2025-12-22,TN-KB-001
vihaan.dora36@example.com,1978.2,paid,2025-12-23,TN-MAT-001;TN-STAND-001
urmi.sachdeva212@example.com,1169.99,cancelled,2025-12-23,TN-COOL-001
dev.nori282@example.com,2398.0,paid,2025-12-23,TN-COOL-001
zehaan.pradhan200@example.com,1291.55,paid,2025-12-23,TN-COOL-001
mekhala.bawa7@example.com,303.86,pending,2025-12-23,OLD-BUNDLE-2024
jairaj.setty128@example.com,3238.2,paid,2025-12-23,TN-LIGHT-001
baghyawati.mishra213@example.com,3143.3,paid,2025-12-23,TN-COOL-001;TN-CTRL-001
imaran.buch454@example.com,4998.0,pending,2025-12-23,TN-CTRL-001
ayaan.krishnamurthy84@example.com,16149.15,paid,2025-12-23,TN-MON-001
tejas.mani30@example.com,37998.0,paid,2025-12-23,TN-MON-001
